text,class
民生连的优点就是额度党拿来TX，活动没活动积分没鸟用，唯一额度了没有都还要它干嘛？,0
不到10000，工行好扣们,2
我开心看到了，然后又补刷了一千，哈哈哈，也的,1
昨天被忽悠了，开工资卡糊弄同时一定要开信用卡,0
棒棒哒??你是写原因么??我现在也逾期了??也想这样做??也不知道可不可以??希望你能指点下谢谢啦,1
好啥好最后坑不得我来填么,0
不懂别炒锅，这个只云云闪付付款就可以抵扣了，元旦的时候我兑换苏果超市需要闪付红包在华润了买了个瞎说,1
和小招的已婚美国运通卡,2
我和楼主的遭遇一样，去激活的时候大堂经理也是要看社保,2
这样一来直接批准注销了，我有资质的银行不喜欢,0
刚分了12期9700块，一个月手续费39，觉得还行。分一次试试,2
不止你一个，我你前两天也没了，心累,0
至于说计积分，那个非常鸡肋，你是为了积分而消费的么？信用卡用的多了你就知道了，消费的时候根本不会注目什么积分之类的，每个年都不乐意对账。如果说计积分，招商银行有点儿黑色幽默，西凯努瓦县都是1元1分~2分，它家全卡种20元1分，差1先令都没分。,0
100还款金券刚刚用掉了满50了最大使用4张，还了3次，用掉了10张还款金券;P,2
我司一台破电脑，下载招商天书那个文件，订阅打开都可能死机,0
现在手里两张卡，金卡9W变3W，但是还有张白金卡显示额度还是9W，现在怎么操作才能保证白金卡额度不受影响呢？新,2
丢人（耻辱）的是那些拿别人的过往在自己脸上贴金，满嘴满口谎言…,0
昨天被忽悠了工资卡同时一定要开信用卡,0
不知道啊，我是民生银行啊,2
酣畅淋漓一气呵成呀！恭喜，申卡都这样才好，要么拒，要么秒批下卡。,1
今年准备买房了，老爹要退休了让我做主贷人，拉了一波征信，我这种情况，房贷应该很快下来吧,2
一个月一千块钱，如果考虑理财那建议购买基金，选择定存，每个月可以存一部分，或者说转余额宝,2
建行给我的印象比工行好。,2
你的现如今有消息了吗？我等的好焦虑啊,0
这个麻烦怎么办？分期都分不了,0
在上有说什么你吗？我感觉稳是的，这个卡办下来是费率电话帮银行的忙，银行在求你办呢,1
你是有砖还是工资行。工资行的话，额度就提到比较快了,2
银行没收了。工作人员当做辛苦费回来。了要不了你，强行要送你吃国家饭，坑不坑,0
和银行打电话协商，这种银行会理解的，放心吧，开心点,1
我对四大行很失望，打算卖给中国银行。工行的两个5000已经冻结2个月了，所有推荐都消失了。,0
人生第一张建行的，标准金卡18000的额度很满意,1
深圳也是了，开始说单六星就得啊，后来填表要见到太坑砖，100了,0
没有黑。招商佛学系，不要刷太多南埃尔普小额，招商不喜欢,0
试试呗，不过我感觉希望不大，招行白金都是总部审批，地方建议只是参考,2
可以延期，看运气，我的延期了或者说几次，还挺满意的,1
签到了，薅很开心啊,1
四星好下信用卡？,2
申请的时候也没让提供贷款这些信息啊，真烦,0
哎，都磨了五个月了，还是不开口，我这额度就这样了吧,2
现在不刷他了，申请车车通过也不知道多少额度,2
我反正最近几个月点的提额都是无征信拒,2
不用人神共愤，大妈愤就够了。,0
确实是，中行信用卡很难批。,0
广发金17.9k（7.8)~12k(18.8.3),1
8点左右。效率还是蛮高,1
工行14年用过，半年准备提额，反而直接被降到1Ｋ，半年期间只T过一次三千，其它大半戏剧化消费，第六个月的时候为了增加评分提额，还特意分期两万，但降额其后电话投诉，申请提...,0
线下这飞行速度速度也够快的了,1
打投诉电话，口口声声说有人联系我。?你自己说坏账，银行不应该扣钱吗？兴业看来还是不要办卡啊,0
现在房贷利率好高啊！了利息都够本金三十年,0
释放工行提升招行？谁有那个能力？,2
建行大部分肖招，社会招募还是很少,2
我是，中心给我说办下来提一倍我录音了卡超级开心,1
我的也是这个代码，流水不够或者是负债太高,2
一般都没有首付这东西了，我这边的银行直接和我谈的免首付，免分期費,2
白金卡。功臣主要看你的资质，楼主优秀！,1
同无储蓄卡的人告诉你要，基本上各大银行首卡都要,2
关键连个还是短信提醒都没有，直接就关了，工行狠,0
多消费，勤搬砖，提额飞快！,1
8k能的，额度低干嘛可怜,0
业务员上门来办理的，非常方便,1
我是银监会投诉，然后昨天招行投诉部门打电话给询问什么原因，说了就登记什么的，今天021打电话来说最多分36期,0
赶紧还了呗，还能怎么办，不然征信会有问题的,2
恭喜额度。努力提高单卡贺喜,1
兴业始终是我的心病，等过几天我去申请中信算了,2
邮政网申下卡7K。申请资料被欲，和同事一起申他批了2四百万，网申的卡，又让我去重新盖的公章，网点还不想给开卡，不料让我投诉了。结果1年到9K，2年不涨...,0
这个不算什么，我经常被交通银行客服电话轰炸,0
我不相信，没公积金批鼎雅。一定是楼主自己有不必先于什么幼稚的内容没说出来，就在这骗大家送人头,0
各位以后切记几百尝试咯，必要不要大洋测试底线没有花费，还是按照银行的要求来吧，这样不会被坑,0
宁波可以吗，我在这边办的信用卡,2
青海??只有一个账户??你可以去了解一下??权益不错??金卡5次免??白金15次或5000免,1
你确定你的中信圆梦金是年华4.56？别吓我,2
是银行，农行??民生留下，其他,0
兴业银行的优惠活动只是也是比较多的,1
这个0.35%，每月利率有点高啊,0
我去年点了短信然后加了个征信,2
金卡都被坚拒了……不知道为啥,0
不知道啊，什么都没有，招商主卡还给拒了，还是白户，很气了什么，招商狗东白卡不上门甚么据说,0
难道还与芝麻分有关？芝麻新用高的话就好申请？,2
说移动操作要截取高频是有道理的！不过这个电话属于交行合作,2
一般不会，白金卡还是很好用的,1
你这算啥我5.13号就这样到现在估计凉了,0
楼主玩币了吧？突然32800的收入。开心吧,1
你办的交通银行的信用卡是怎么通过的？,2
开撸B卡可以参加云闪付数字卡礼遇活动，10元还款券+30元支付立减券+视频季卡一张美滋滋,1
上班的地方有招商，直接叫卡员过来，比较快。,1
提前恭祝楼主下卡，下来了，通知一下，我好有没有看看水，好嘛,1
我也没回访，第一个是机场东方航空客服给办的联名，感觉没啥用，隔几天申了i白和华为套卡，也没回访，感觉华为没啥用打电话取消了，都是秒批...,2
推这样建行，真是爱了。,1
下来了吗？额度多少？我现在还在审核,2
什么？路径情况，太坑了,0
申请别的会直接年！我也是19拒绝下卡0额度！很惨！,0
但是我没房没车啊，额度是会很低的么,2
为啥穿鞘？理由，额度低呗,0
大黑屋一般两年，我就是大黑屋，刚出来，得来刚好是两年，太坑了吧,0
难了就分提额了,0
说明资历还是不错的,1
估计要给你提额了。以前没有，后面出来，感觉要提额,2
还不如卖套，赶紧还清。踏踏实实，从头再来.别欠钱了，太丢人,0
我自己的征信被重新确认了，有的人根本没降,2
你拿下来了卡？额度多少,2
看你资质怎么样，资质没问题的话，贷款问题不大,2
打了投诉有人，口口声声说电话联系我。?你自己吗坏账，银行不应该扣钱说？兴业看来还是不要办卡啊,0
打了投诉电话，我们口口声声说取得联系有人联系我。?你自己说坏账，银行不应该扣钱吗？兴业看来还是不要办卡啊,0
时候的申请也没让提供这些信息啊，真烦,0
好家伙别人说小额多笔你这就别小额,2
有通知，交通银行的添利还不错的,1
卓越孝心白不激活收不收年费,2
这招行钻石卡怎样办下来？,2
白金哪个行给我六万多的额度真的立马注销。伤害不大，侮辱性极强。,0
打电话给客服人员问怎么回事。效率这么低,0
插个凉现在审核帖子好慢啊我这个电话邀请办卡的是不是楼了,0
升级金葵花了吗150万可以考虑AE白,2
销了以后重新办吧，一年就可以重新办了,2
复率大概年息32%，建议不要借吧，我之前借了5W，借36期，分了就掉坑了,0
我存了五万朝朝盈，三万定期，两万活期，满三个月，网申拒，业务员拒。,2
Wilson卡是一串面向年轻人的信用卡，申请年龄限制在30周岁以下，这张卡的申请门槛相对比较低，容易下卡,1
我也是，刚才看新快现那个，也是可用额度一样，总额度没少，客服一样的说法，问题是我现在怕系统的额度对...,2
半年提，好就有惊喜,1
为啥不是ems用这无语挂号信惊诧！邮政储蓄就是坑,0
我销了不用了，反正不怎么浦发的也没什么优惠,0
是的.我也等它再出来.我利息是0.3，如果能预审批16万左右加0.25我就直接申请了，为此我还特意办了张信用卡。。,2
这样就好，看到以柜台确认为准以为会有变化,2
大白山的卡年费是每年都可以用积分抵吗,2
关键这个月查询多，大数据都花了，以前下款的时候没有这些网贷,2
哇啊哦~~不下都不行了这么多钱，再拿个20以上的车进件稳稳的:lol,2
为难你??现在为了减少电信诈骗国家规定的??现在储蓄卡比信用卡还难?我在兴业和都遇到这情况??兴业是公司人事才给办理的??招商网上申请了激活也要这些...,0
浦发7万五？,2
先过户哈哈哈吧移动怎么拉黑你的？,0
是不是不懂以前腿毛卡搞太多了,0
以前的招商很好提，现在没有那么好提了，当初下卡8000,1
了解了，我买不错工行的基金还的哦,1
平安是恶心，我听过贷款人员讲过，你这16多个里，有5个是他们赚的,0
